0.00065232,332,0
0.014897,332,0
0.027368,332,0
0.04392,332,0
0.056776,332,0
0.06954,332,0
0.082306,332,0
0.094541,332,0
0.10732,332,0
0.12009,332,0
0.13286,332,0
0.14454,332,0
0.15732,332,0
0.17009,332,0
0.18285,332,0
0.19323,332,0
0.206,332,0
0.21876,332,0
0.2302,332,0
0.24151,332,0
0.25336,332,0
0.26613,332,0
0.2779,332,0
0.28976,332,0
0.30258,332,0
0.31535,332,0
0.32812,332,0
0.34089,332,0
0.35365,332,0
0.36642,332,0
0.37676,332,0
0.38796,332,0
0.40073,332,0
0.41123,332,0
0.424,332,0
0.43497,332,0
0.44773,332,0
0.4605,332,0
0.47327,332,0
0.48604,332,0
0.4988,332,0
0.51096,332,0
0.52373,332,0
0.53416,332,0
0.5448,332,0
0.55758,332,0
0.57035,332,0
0.58312,332,0
0.59558,332,0
0.60835,332,0
0.62111,332,0
0.63354,332,0
0.64631,332,0
0.65908,332,0
0.67185,332,0
0.68462,332,0
0.6974,332,0
0.71017,332,0
0.72294,332,0
0.73571,332,0
0.74848,332,0
0.75913,332,0
0.77189,332,0
0.78466,332,0
0.79742,332,0
0.81019,332,0
0.82297,332,0
0.83574,332,0
0.8485,332,0
0.86126,332,0
0.87361,332,0
0.88447,332,0
0.89491,332,0
0.90595,332,0
0.91873,332,0
0.9315,332,0
0.94428,332,0
0.95705,332,0
0.9679,332,0
0.97924,332,0
0.99201,332,0
1.0024,332,0
1.0151,332,0
1.0269,332,0
1.0397,332,0
1.0524,332,0
1.0645,332,0
1.0773,332,0
1.09,332,0
1.1028,332,0
1.1135,332,0
1.1263,332,0
1.1391,332,0
1.1514,332,0
1.1642,332,0
1.1769,332,0
1.1897,332,0
1.2025,332,0
1.2152,332,0
1.2264,332,0
1.2391,332,0
1.2519,332,0
1.2647,332,0
1.2774,332,0
1.2902,332,0
1.303,332,0
1.3158,332,0
1.3278,332,0
1.3407,332,0
1.3534,332,0
1.3662,332,0
1.3778,332,0
1.3906,332,0
1.4034,332,0
1.4162,332,0
1.4278,332,0
1.4381,332,0
1.4484,332,0
1.4595,332,0
1.4697,332,0
1.4823,332,0
1.4936,332,0
1.5062,332,0
1.5189,332,0
1.5315,332,0
1.5431,332,0
1.5558,332,0
1.5682,332,0
1.5809,332,0
1.5925,332,0
1.6053,332,0
1.617,332,0
1.6297,332,0
1.6411,332,0
1.6514,332,2.0625
1.6641,332,3.9102
1.6746,332,9.6055
1.685,332,12.582
1.6977,332,15.559
1.7083,332,23.512
1.721,332,27.137
1.7313,332.51,36.551
1.7416,333.02,41.637
1.7536,333.02,47.539
1.764,333.61,64.969
1.7767,334.22,73.637
1.7869,334.84,87.41
1.7971,335.46,96.098
1.8088,336.07,104.79
1.8194,338.44,120.19
1.8299,340.21,127.89
1.8412,341.34,134.67
1.8514,345.29,148.21
1.8622,349.51,159.49
1.8725,350.87,163.11
1.8838,356.78,178.49
1.8942,361.86,190.83
1.9063,363.78,195.16
1.917,370.6,211.91
1.9274,373.56,219.62
1.9384,377.28,227.68
1.9491,386.32,249.45
1.9598,390.21,258.52
1.971,392.13,262.85
1.9812,402.69,283.85
1.9918,407.11,292.68
2.004,408.91,296.31
2.0143,417.59,312.44
2.0248,421.14,319.55
2.0365,424.7,326.66
2.0478,431.62,339.97
2.0605,435.01,346.18
2.0707,441.75,358.56
2.0832,445.13,364.77
2.0935,449.08,370.41
2.1037,456.41,382.27
2.1155,460.56,388.79
2.126,467.92,400.68
2.1362,471.13,406.04
2.1484,474.52,412.25
2.1587,481.64,423.21
2.1688,484.7,427.79
2.1816,487.91,433.15
2.1922,494.34,443.35
2.2032,497.39,447.93
2.2146,500.45,452
2.2249,506.55,461.15
2.2375,509.6,465.22
2.2483,516.4,474.63
2.2587,519.45,478.7
2.2689,523.21,483.53
2.2792,526.26,487.6
2.2897,534.11,495.96
2.3013,537.66,500.03
2.3117,541.73,503.59
2.322,550.07,511.43
2.3347,554.13,514.99
2.3449,561.56,521.92
2.3551,566.14,524.98
2.367,570.96,528.73
2.3773,580.61,536.25
2.3875,586.25,540.2
2.4002,591.07,543.96
2.4104,601.54,551.67
2.4231,606.36,555.43
2.4337,616.55,562.41
2.4456,621.12,565.47
2.4569,626.49,568.15
2.4671,634.91,573.61
2.4773,638.53,575.43
2.4892,642.37,577.83
2.4995,649.16,581.46
2.5113,653,583.86
2.5216,656.62,585.68
2.5323,663.87,588.85
2.5443,667.49,590.66
2.5545,671.11,592.02
2.5651,677.64,594.65
2.5776,679.48,595.39
2.5878,687.53,597.85
2.6005,690.5,598.7
2.6109,694.12,599.61
2.6213,701.37,600.52
2.634,705.69,600.52
2.6442,712.93,600.97
2.6549,716.55,601.42
2.667,720.88,601.42
2.6772,728.12,601.88
2.6874,731.74,601.88
2.6996,735.36,602.33
2.7113,742.61,602.33
2.724,743.96,602.33
2.7343,749.96,602.78
2.7445,752.34,602.78
2.7553,754.71,602.78
2.7658,758.4,602.78
2.7759,759.77,602.78
2.7872,760.7,602.78
2.7983,763,602.78
2.8087,763.57,602.78
2.8194,764.51,602.78
2.8304,766.02,602.78
2.8406,766.96,602.78
2.8525,767.53,602.78
2.8627,769.4,602.47
2.8736,770.34,602.16
2.8838,771.28,601.84
2.8945,773.58,601.5
2.9047,774.52,601.19
2.9174,775.88,600.85
2.9277,778.6,600.18
2.9384,779.96,599.84
2.9502,781.32,599.5
2.9604,784.11,598.45
2.9731,785.47,597.77
2.9842,787.77,596.46
2.9944,788.71,596.15
3.0064,789.64,595.52
3.0166,791.15,594.93
3.0268,792.09,594.61
3.0374,792.66,594.33
3.0479,793.49,593.79
3.0582,794.06,593.5
3.0694,794.63,593.21
3.0798,794.89,592.96
3.0903,795.71,592.96
3.1025,795.97,592.7
3.113,796.48,592.7
3.1258,796.48,592.7
3.1368,796.73,592.7
3.1496,796.73,592.44
3.1604,796.73,592.44
3.1732,796.73,592.44
