0.00028898,332,0
0.012592,332,0
0.025248,332,0
0.038983,332,0
0.051745,332,0
0.062312,332,0
0.072649,332,0
0.085302,332,0
0.098068,332,0
0.1084,332,0
0.12116,332,0
0.13393,332,0
0.1467,332,0
0.15946,332,0
0.17223,332,0
0.18499,332,0
0.19548,332,0
0.20824,332,0
0.22102,332,0
0.23378,332,0
0.24595,332,0
0.25804,332,0
0.27064,332,0
0.28164,332,0
0.29418,332,0
0.30692,332,0
0.31881,332,0
0.33049,332,0
0.34213,332,0
0.35267,332,0
0.36537,332,0
0.37561,332,0
0.38839,332,0
0.40115,332,0
0.41225,332,0
0.42423,332,0
0.43699,332,0
0.44975,332,0
0.46097,332,0
0.47373,332,0
0.48584,332,0
0.49687,332,0
0.50963,332,0
0.5224,332,0
0.535,332,0
0.54564,332,0
0.55841,332,0
0.57118,332,0
0.58314,332,0
0.59566,332,0
0.60843,332,0
0.61917,332,0
0.63194,332,0
0.6447,332,0
0.65747,332,0
0.66874,332,0
0.67931,332,0
0.69207,332,0
0.70483,332,0
0.71677,332,0
0.72902,332,0
0.74179,332,0
0.75455,332,0
0.76492,332,0
0.77769,332,0
0.79045,332,0
0.80322,332,0
0.81598,332,0
0.82664,332,0
0.83941,332,0
0.85217,332,0
0.86264,332,0
0.8754,332,0
0.88712,332,0
0.89988,332,0
0.9123,332,0
0.92312,332,0
0.93444,332,0
0.94509,332,0
0.95785,332,0
0.97062,332,0
0.98339,332,0
0.99567,332,0
1.0084,332,0
1.02,332,0
1.0328,332,0
1.0455,332,0
1.0583,332,0
1.0701,332,0
1.0829,332,0
1.0956,332,0
1.1084,332,0
1.1211,332,0
1.1339,332,0
1.1449,332,0
1.1577,332,0
1.1704,332,0
1.1832,332,0
1.1954,332,0
1.2081,332,0
1.2209,332,0
1.2321,332,0
1.244,332,0
1.2567,332,0
1.2684,332,0
1.2806,332,0
1.2916,332,0
1.3043,332,0
1.3171,332,0
1.329,332,0
1.3417,332,0
1.3546,332,0
1.3672,332,0
1.379,332,0
1.3918,332,0
1.4045,332,0
1.4173,332,0
1.4277,332,0
1.4405,332,0
1.451,332,0
1.4623,332,0
1.4751,332,0
1.4878,332,0
1.5006,332,0
1.5123,332,0
1.5251,332,0
1.5357,332,0
1.5486,332,0
1.5601,332,0
1.5729,332,0
1.5857,332,0
1.596,332,0
1.6088,332,0
1.6215,332,0
1.6321,332,0
1.6449,332,0
1.6576,332,0
1.6704,332,0
1.6831,332,0
1.6956,332,0
1.7084,332,0
1.7212,332,0
1.7339,332,0
1.7456,332,0
1.7584,332,0
1.7712,332,0
1.7817,332,0
1.7945,332,0
1.8072,332,0
1.82,332,0
1.8328,332,0
1.8455,332,0
1.8583,332,0
1.871,332,0
1.8838,332,0
1.8957,332,0
1.9084,332,0
1.9206,332,0
1.9334,332,0
1.9441,332,0
1.9544,334.05,0.68359
1.9646,335.42,1.3672
1.9768,337.26,2.1094
1.9873,342.27,4.6641
1.9997,345.25,5.9414
2.0103,350.92,10.305
2.0214,353.47,12.43
2.0336,355.59,14.98
2.0442,359.5,20.668
2.0546,361.31,24.293
2.0658,362.75,28.621
2.0762,366.34,38.852
2.0889,369.57,48.578
2.0998,374.2,63.055
2.1101,375.64,67.383
2.121,378,75.086
2.1317,385.4,96.684
2.1424,388.5,105.37
2.1549,390.42,109.7
2.1652,393.34,117.3
2.1755,396.44,125.98
2.1871,400.33,135.06
2.1973,409.4,153.22
2.2075,414.58,161.65
2.2194,419.99,171.12
2.2296,431.01,187.98
2.2423,434.06,192.05
2.2527,443.76,206.02
2.2629,449.34,212.84
2.2756,453.85,218.49
2.2863,463.69,230.06
2.299,472.14,239.22
2.3092,480.19,247.86
2.3195,486.11,253.2
2.3322,491.18,258.27
2.3427,502.71,270.4
2.3529,508.91,276.61
2.3653,518.07,285.07
2.3755,526.51,293.52
2.3882,531.59,298.6
2.3984,541.18,308.76
2.4087,544.74,312.83
2.4214,548.3,316.9
2.4317,555.22,324.34
2.442,558.23,328.36
2.454,561.59,331.72
2.4642,568,339.16
2.4769,571.56,343.23
2.4873,578.23,349.91
2.4999,581.79,353.98
2.5106,585.16,357.35
2.5207,591.88,364.08
2.532,594.77,367.45
2.543,598.13,370.82
2.5534,605.56,377.75
2.5639,609.62,381.31
2.5742,613.69,384.36
2.5845,621.12,390.81
2.5953,625.95,394.57
2.608,630.01,398.13
2.6184,639.64,405.69
2.6287,645.29,409.64
2.64,650.65,412.86
2.6502,661.11,420.57
2.6629,666.48,423.79
2.6738,676.41,430.06
2.6841,680.99,432.61
2.6953,686.35,435.29
2.706,696.27,440.51
2.7167,701.64,443.19
2.7292,706.72,445.23
2.7402,715.33,449.06
2.7519,719.66,450.99
2.7623,728.3,453.88
2.7725,732.63,455.32
2.7844,737.71,456.85
2.7947,746.36,459.74
2.8067,750.68,460.71
2.8178,755.01,461.67
2.8284,763.66,463.6
2.8411,767.98,464.09
2.8514,775.93,464.54
2.8616,777.77,464.54
2.8733,781.39,464.54
2.8836,786.74,464.54
2.894,789.12,464.54
2.905,790.96,464.54
2.9156,793.27,464.54
2.9259,794.2,464.23
2.9384,795.14,463.91
2.9486,795.97,463.37
2.9587,796.54,463.09
2.9714,796.8,462.83
2.9817,797.62,462.29
2.9935,797.88,462.03
3.0041,798.45,461.46
3.0143,799.96,460.86
3.027,800.53,460.29
3.0374,802.41,459.35
3.0501,802.98,459.07
3.0606,803.91,458.44
3.0713,805.42,457.25
3.084,806.36,456.62
3.0945,808.23,455.68
3.1072,809.26,454.66
3.1188,810.77,453.46
3.129,811.79,452.44
3.1417,812.36,451.87
3.1523,813.5,450.73
3.165,814.07,450.16
3.1753,814.61,449.33
3.1858,814.87,449.07
3.198,815.13,448.82
3.2108,815.39,448.56
3.2224,815.39,448.56
3.2352,815.62,448.56
3.2455,815.62,448.32
3.2576,815.62,448.32
3.2704,815.62,448.32
3.2831,815.62,448.32
3.2954,815.62,448.32
3.3082,815.62,448.32
3.3199,815.62,448.32
3.3327,815.62,448.32
3.344,815.62,448.32
3.3568,815.62,448.32
3.3679,815.62,448.32
3.3807,815.62,448.32
3.3917,815.62,448.32
3.4045,815.62,448.32
3.4162,815.62,448.32
3.429,815.62,448.32
3.4412,815.62,448.32
3.4539,815.62,448.32
3.4667,815.62,448.32
3.479,815.62,448.32
3.4918,815.62,448.32
3.5045,815.62,448.32
3.5173,815.62,448.32
3.5279,815.62,448.32
3.5406,815.62,448.32
3.5534,815.62,448.32
3.5662,815.62,448.32
3.5789,815.62,448.32
3.591,815.62,448.32
3.6015,815.62,448.32
3.6142,815.62,448.32
3.6253,815.62,448.32
3.638,815.62,448.32
3.6508,815.62,448.32
3.6636,815.62,448.32
3.6763,815.62,448.32
